0,0,5,0.0,0.0,0
0,1,5,0.2,0.0,0
0,0,5,0.0,0.0,0
0,0,4,0.0,0.0,0
0,0,3,0.0,0.0,0
0,0,1,0.0,0.0,0
0,0,0,0,0,0
0,0,3,0.0,0.0,0
0,0,2,0.0,0.0,0
247,348387,3,116129.0,82.33333333333333,0.012145748987854251
223,314441,3,104813.66666666667,74.33333333333333,0.013452914798206279
248,357141,2,178570.5,124.0,0.008064516129032258
247,341139,3,113713.0,82.33333333333333,0.012145748987854251
244,356885,3,118961.66666666667,81.33333333333333,0.012295081967213115
184,12293,3,4097.666666666667,61.333333333333336,0.016304347826086956
90,121351,2,60675.5,45.0,0.022222222222222223
88,6020,3,2006.6666666666667,29.333333333333332,0.03409090909090909
246,357017,2,178508.5,123.0,0.008130081300813009
101,6799,1,6799.0,101.0,0.009900990099009901
249,352855,1,352855.0,249.0,0.004016064257028112
39,2710,1,2710.0,39.0,0.02564102564102564
190,267207,3,89069.0,63.333333333333336,0.015789473684210527
170,237223,2,118611.5,85.0,0.011764705882352941
1,74,0,0,0,0.0
100,6776,4,1694.0,25.0,0.04
148,10045,4,2511.25,37.0,0.02702702702702703
181,254325,3,84775.0,60.333333333333336,0.016574585635359115
247,348379,3,116126.33333333333,82.33333333333333,0.012145748987854251
83,5614,2,2807.0,41.5,0.024096385542168676
90,121351,2,60675.5,45.0,0.02222222222222223
242,356737,3,118912.33333333333,80.66666666666667,0.012396694214876033
134,8969,1,8969.0,134.0,0.007462686567164179
35,2438,1,2438.0,35.0,0.02857142857142857
103,6951,3,2317.0,34.333333333333336,0.02912621359223301
103,6974,4,1743.5,25.75,0.038834951456310676
2,148,0,0,0,0.0
1,74,0,0,0,0.0
247,357075,1,357075.0,247.0,0.004048582995951417
148,10045,4,2511.25,37.0,0.02702702702702703
183,254721,3,84907.0,61.0,0.01639344262295082
81,5482,2,2741.0,40.5,0.024691358024691357
89,121277,2,60638.5,44.5,0.02247191011235955
79,5342,2,2671.0,39.5,0.02531645569620253
